58;63;6;30;2;1;4;43;1;1;2;0;1;0;6;20;17;4;1;2;4;1;1;8;2;2;0;2;23;6;6;7;1;1;1;2;1;0;0;0;0;4;0;0;0;0;0;0;4;0;1;1;2;0;1;0;6;0;0;0;8;0;4;1;46;1;0;6;8;1;3;4;2;0;0;0;9;0;0;0;1;1;0;0;2;0;1;0;3;0;0;0;9;0;0;0;8;3;0;6;3;2;0;1;2;0;0;0;2;0;0;0;10;0;0;2;2;0;1;1;30;2;2;2;34;2;7;5;1;56;0;44;2;1;1;147;0;0;0;0;0;0;1;40;1;1;0;2;0;1;0;4;0;0;0;0;0;0;0;7;0;0;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;2;0;5;0;0;0;4;4;40;4;267;2;4;4;162;0;0;0;0;0;0;4;20;1;3;0;6;0;0;0;2;0;0;0;0;0;0;0;8;3;10;0;25;1;1;0;24;0;0;0;0;1;2;0;7;0;2;0;5;0;0;0;4;1;2;0;20;2;2;37;0
67;29;7;14;28;2;13;24;6;6;0;3;13;5;17;34;40;22;1;5;2;0;4;1;3;0;1;3;29;0;33;42;5;1;1;0;0;0;0;0;0;0;0;0;0;0;1;3;7;1;1;0;0;2;3;0;2;0;0;1;11;1;17;7;27;7;0;1;22;0;4;6;0;0;0;0;0;2;5;3;2;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;11;0;0;0;2;0;0;2;0;0;0;0;1;0;2;0;7;5;0;2;4;0;0;1;2;1;1;0;11;0;8;10;4;13;0;25;1;0;0;44;0;0;0;2;0;0;0;17;1;1;0;1;0;0;0;3;0;2;0;4;2;0;0;16;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;4;26;29;3;12;3;7;1;40;0;2;0;0;0;0;0;9;2;2;0;7;0;0;1;4;1;1;0;2;0;0;2;12;39;42;1;12;2;1;0;16;2;0;0;3;1;2;0;2;46;64;1;13;3;8;0;15;17;4;3;10;8;5;72;0
389;57;17;16;62;6;22;9;10;10;3;8;16;8;17;21;51;17;6;6;6;0;6;7;7;8;9;13;10;8;14;42;20;10;3;4;8;2;1;2;3;5;0;2;10;3;4;5;14;8;1;3;1;0;1;0;10;9;6;14;8;2;4;12;92;10;5;3;33;4;17;7;1;1;1;0;13;2;10;5;11;2;1;1;8;0;1;3;4;2;0;0;0;2;4;6;26;9;2;2;17;3;2;2;1;6;0;3;29;19;3;16;7;2;2;0;3;0;1;0;8;2;2;3;27;19;3;18;11;21;4;8;2;1;2;16;1;3;0;5;0;2;0;9;5;11;2;15;0;1;1;2;1;10;2;17;3;3;1;21;5;10;0;2;0;1;0;0;0;1;0;2;0;3;1;10;5;13;2;7;0;0;0;4;7;13;3;23;2;3;6;46;24;27;5;11;8;7;19;16;1;1;1;4;0;0;10;8;5;1;6;10;1;0;12;24;1;3;3;3;1;2;9;28;58;86;2;11;9;12;6;7;0;6;1;9;6;13;12;45;38;78;9;21;3;1;13;24;4;18;10;57;2;21;284;0
342;80;29;26;74;6;29;12;11;2;7;4;18;8;31;38;74;37;27;10;7;3;17;2;26;8;11;12;33;15;92;60;37;29;3;7;14;4;3;1;5;0;0;2;10;1;7;6;32;7;3;0;4;0;1;2;19;7;5;3;31;4;34;28;93;6;9;3;31;5;13;2;3;0;1;1;6;0;3;6;8;0;0;1;9;0;5;0;12;0;1;0;11;0;9;3;53;4;1;3;15;1;1;0;6;4;0;1;16;2;6;1;24;4;4;3;10;0;2;2;17;4;3;3;40;4;16;18;6;41;2;45;5;1;2;37;0;0;0;2;0;0;1;21;3;14;0;8;0;0;1;1;1;8;2;3;0;3;8;39;4;13;0;5;2;0;0;2;0;0;0;0;0;3;2;6;5;4;1;8;0;0;1;2;1;4;0;10;5;5;1;36;28;90;18;301;7;17;10;105;1;1;1;8;2;12;2;48;3;16;3;15;1;1;2;8;3;7;0;9;4;3;20;58;45;323;9;64;15;17;4;41;4;5;0;9;4;20;5;56;25;66;5;46;5;6;5;31;16;38;5;44;36;52;280;0
81;77;4;31;27;2;18;22;1;0;0;0;11;0;16;47;10;20;1;1;2;0;2;0;7;1;0;0;21;2;13;31;3;5;0;1;1;0;0;2;0;1;0;0;0;0;0;3;9;2;0;0;3;0;0;0;15;0;1;0;11;0;2;8;46;2;2;3;10;0;2;4;0;0;0;0;3;0;0;2;1;1;0;0;3;0;0;0;1;0;0;0;2;0;1;6;15;2;0;1;8;2;1;1;0;1;0;0;1;0;0;3;6;0;0;1;2;0;2;1;9;1;1;1;28;0;9;6;5;23;0;49;0;2;1;72;1;0;0;0;0;0;2;42;1;1;0;2;0;1;0;6;0;0;0;3;0;0;0;15;0;3;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;3;2;2;2;1;2;11;13;27;5;202;2;5;0;124;0;0;0;3;0;1;0;16;4;1;1;6;0;0;0;8;0;0;0;2;1;0;1;19;4;6;1;21;2;2;2;12;0;6;0;4;0;3;0;17;3;4;0;9;1;1;2;3;2;7;0;19;4;1;51;0
294;64;25;19;55;4;15;10;11;3;2;2;27;5;13;10;30;19;19;8;4;1;6;2;11;5;6;5;20;10;70;57;37;25;3;1;22;3;0;2;1;0;0;3;7;1;1;6;24;6;6;4;5;0;2;3;16;1;6;2;47;10;11;31;89;15;19;1;30;2;5;1;3;0;0;0;4;0;8;2;13;1;1;0;1;0;2;1;7;1;0;0;4;0;7;1;53;17;1;0;14;2;1;1;2;0;0;1;10;2;1;2;25;5;2;2;3;0;1;5;20;1;1;0;43;2;15;14;7;39;4;35;4;5;2;27;1;1;0;0;3;2;0;12;2;7;2;7;0;0;0;1;1;7;1;8;4;8;4;17;3;14;0;1;1;0;0;1;0;0;0;0;1;0;0;7;4;7;0;4;0;0;1;4;4;3;0;13;2;8;1;31;35;83;19;116;8;11;12;73;4;4;2;7;0;4;8;17;10;17;11;8;0;0;1;9;1;9;3;7;1;4;8;19;65;279;4;40;8;15;1;27;1;4;1;9;7;16;4;37;69;134;13;50;5;7;7;25;13;48;9;52;26;38;244;0
41;43;1;14;6;1;1;21;3;0;0;0;7;1;5;39;38;27;0;4;2;1;0;1;7;6;1;2;8;1;16;20;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;12;1;0;2;2;0;0;0;10;1;0;0;16;0;4;2;26;1;2;0;4;0;1;0;1;0;0;0;2;0;1;1;3;1;0;0;0;0;0;0;0;0;0;0;4;0;2;2;20;2;0;0;1;1;0;0;1;0;0;0;5;0;0;0;23;0;0;0;7;0;1;0;9;0;0;0;44;1;1;0;0;9;0;19;0;0;0;26;0;0;0;0;0;0;0;15;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;13;68;4;77;0;4;1;60;1;0;0;0;3;0;2;10;0;2;0;2;0;0;0;1;0;0;0;2;1;0;1;4;16;93;1;59;0;4;1;19;1;1;0;0;0;1;5;7;5;14;0;9;2;0;0;7;7;9;0;15;6;3;26;0
103;11;18;22;33;5;42;17;2;0;1;2;19;0;24;5;37;2;1;0;12;0;2;1;12;3;2;2;77;6;138;48;14;5;2;0;12;0;1;0;0;0;0;0;3;0;2;1;30;3;2;0;2;1;2;0;11;1;0;0;72;2;26;18;34;7;14;2;6;1;4;4;0;0;0;0;4;0;0;1;5;2;0;1;0;0;0;0;1;0;0;0;4;1;4;6;27;5;2;1;4;0;2;1;1;0;0;0;4;0;0;1;17;5;1;0;1;0;0;1;6;0;0;0;36;1;13;8;4;4;0;7;2;2;0;4;1;0;0;0;0;1;3;4;0;1;0;1;0;0;0;1;0;0;0;4;0;1;2;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;3;0;1;4;8;3;16;19;34;5;54;1;7;1;27;0;1;0;1;1;1;0;8;1;4;2;2;0;0;0;2;0;3;0;14;4;2;4;21;9;89;0;6;1;0;2;8;2;4;0;0;1;11;1;6;11;26;3;14;1;1;1;2;1;10;2;12;12;20;95;0
96;26;9;16;28;11;11;59;11;3;0;1;4;8;9;39;37;5;2;9;4;0;6;6;32;14;1;5;26;4;12;53;12;0;0;1;1;1;0;1;0;0;0;0;1;3;2;1;38;3;0;2;4;0;0;0;27;2;1;0;54;4;14;23;41;9;2;3;13;0;4;8;7;0;0;0;0;0;3;2;2;3;0;0;2;0;0;1;3;0;1;0;4;0;4;5;32;2;3;0;3;0;0;2;12;0;0;0;1;0;1;1;59;7;0;5;10;1;2;2;57;8;3;0;83;3;31;19;8;20;0;19;3;9;6;73;0;2;0;2;0;1;2;19;9;4;0;2;0;0;0;5;0;2;0;1;1;2;0;20;0;2;0;3;0;0;0;2;0;0;0;0;0;1;0;0;1;1;0;2;1;0;0;1;1;1;0;1;0;0;1;7;17;29;1;19;2;11;2;71;2;4;0;0;3;4;2;19;3;9;0;5;1;0;1;4;0;0;0;0;3;5;4;17;12;14;1;12;1;6;0;18;1;1;0;1;1;3;1;12;36;39;0;5;3;4;1;9;16;19;0;16;33;30;133;0
92;24;12;25;56;1;36;43;4;0;0;0;18;2;52;111;16;11;0;1;2;0;1;3;14;2;0;3;79;4;63;113;3;0;0;1;9;1;0;2;2;0;0;0;11;1;1;3;14;3;0;1;1;0;0;2;1;0;0;3;54;2;19;27;13;4;9;2;12;0;3;5;0;0;0;0;0;2;3;0;3;3;0;0;0;0;0;1;0;0;0;0;4;0;3;2;6;0;0;0;2;0;1;0;1;0;0;0;5;0;1;3;11;9;0;0;3;0;0;0;1;0;0;0;20;0;13;5;3;10;0;36;0;1;3;56;0;1;0;0;1;0;0;40;1;4;0;1;0;0;0;6;0;1;0;4;0;0;1;31;0;0;0;1;0;0;0;3;0;0;0;1;0;1;0;3;0;3;0;1;0;0;0;1;0;2;0;4;0;7;0;12;4;4;2;123;1;3;0;102;0;2;0;0;1;3;0;18;1;4;0;4;0;0;0;1;0;0;0;4;2;2;1;13;0;1;0;3;0;0;2;8;0;0;0;0;0;2;0;9;1;12;0;3;0;0;0;3;0;0;0;16;4;6;57;0
379;61;39;32;70;4;40;14;10;5;5;1;34;8;31;19;52;12;13;8;8;0;8;4;30;11;10;16;46;10;30;48;43;17;3;7;13;0;0;3;4;0;0;0;21;1;4;5;29;12;11;10;2;1;5;1;25;3;7;16;36;12;21;18;67;3;8;3;52;1;14;3;2;1;2;0;6;3;10;3;5;6;2;1;6;0;6;1;3;0;4;0;15;4;9;3;34;13;1;2;11;0;1;5;1;1;0;0;15;5;0;7;13;1;2;0;2;1;5;0;21;5;2;2;47;21;10;24;11;39;2;19;1;3;4;10;2;3;0;1;4;1;0;5;2;7;6;6;0;2;2;8;1;10;3;7;4;4;9;18;1;13;1;8;0;0;0;0;0;1;0;3;2;1;0;11;6;10;3;13;1;0;0;3;4;11;4;16;6;9;16;64;44;54;15;55;5;2;19;47;1;5;2;3;2;1;8;8;13;14;1;6;5;2;6;8;2;4;8;3;4;0;10;41;60;182;2;27;7;15;8;20;1;4;0;6;7;18;9;44;28;91;6;30;7;7;10;16;7;18;13;44;14;31;366;0
94;20;11;15;20;6;16;62;15;1;1;0;34;6;26;65;26;5;0;5;3;1;4;5;28;5;0;1;81;2;110;60;5;1;1;0;0;0;2;3;0;0;0;0;0;2;2;1;13;4;1;3;2;0;0;3;50;10;3;5;40;1;58;8;31;2;1;0;4;0;1;3;1;1;1;0;4;0;0;4;7;0;0;1;1;0;0;3;0;1;0;1;6;0;0;3;20;1;3;1;2;1;1;0;0;0;0;0;0;0;0;1;69;4;2;1;7;0;3;1;102;2;0;2;93;2;19;25;10;15;1;11;4;5;1;33;0;0;0;0;2;4;0;13;1;4;0;1;0;0;0;2;2;0;0;2;1;4;2;15;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;2;0;0;1;1;0;2;4;37;35;0;10;7;7;3;40;1;0;0;3;2;0;0;14;2;3;0;2;1;0;0;4;1;0;0;1;0;1;4;9;22;29;1;10;0;0;1;3;0;1;1;0;0;1;1;10;77;75;1;14;2;6;3;9;17;17;0;2;10;10;98;0
88;15;7;13;26;5;28;24;10;0;9;7;11;10;34;37;22;23;0;6;2;1;2;3;10;7;8;11;7;6;38;61;4;1;0;0;0;0;0;1;0;0;0;0;0;2;0;1;6;1;0;0;0;0;0;2;12;0;0;0;5;1;0;15;53;2;2;4;19;0;1;0;1;1;0;0;2;0;4;0;1;0;1;0;0;0;0;0;2;0;0;0;2;0;1;0;19;0;0;1;2;0;3;1;0;0;1;0;1;1;2;1;5;1;0;0;1;1;0;0;10;1;0;0;28;1;6;3;2;12;0;20;0;0;2;19;0;0;1;0;0;1;0;3;0;1;1;3;0;1;0;1;0;0;1;4;1;2;0;12;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;0;0;0;0;1;0;2;0;0;0;10;6;60;2;120;0;1;2;44;0;1;1;0;0;0;3;11;0;2;1;2;0;0;1;0;0;0;0;2;0;0;3;10;28;90;2;24;5;2;2;12;0;2;0;3;0;0;10;17;20;39;2;20;1;2;1;3;5;10;1;27;6;4;63;0
383;61;23;16;89;5;22;1;14;4;8;4;30;2;26;13;67;30;14;9;9;1;15;5;24;12;18;13;23;8;33;45;23;13;0;3;6;1;1;0;1;2;1;3;11;8;3;10;13;8;4;8;1;0;0;0;14;8;3;12;14;7;21;21;102;4;5;1;56;3;18;2;4;1;1;0;13;3;11;1;5;1;1;1;4;0;1;2;1;2;6;0;8;0;11;3;31;9;0;1;13;3;7;3;4;3;0;0;11;12;7;13;16;3;2;0;3;0;1;0;3;8;1;2;20;12;14;20;6;8;11;22;0;1;3;16;0;2;1;2;1;3;1;13;4;4;0;9;2;1;2;5;2;7;2;11;1;4;6;28;3;20;0;5;0;0;0;0;0;2;0;1;1;0;1;5;6;11;4;6;1;0;0;4;5;12;3;31;3;4;6;61;35;46;14;32;14;2;10;26;0;1;3;1;2;0;7;12;8;2;5;7;3;1;15;12;1;1;4;1;2;2;20;42;68;163;4;20;6;15;7;10;2;5;1;4;9;10;16;31;43;102;10;42;3;3;12;20;9;39;7;57;20;33;305;0
307;54;35;28;68;8;28;14;7;1;1;4;30;2;30;15;38;4;9;8;5;0;4;5;18;4;15;12;43;11;58;50;36;12;2;6;5;0;1;3;3;0;0;2;11;2;0;2;25;5;7;6;3;1;3;1;21;2;4;6;29;10;26;21;80;14;4;0;42;4;9;8;1;0;0;0;5;1;8;1;11;3;1;0;5;0;3;0;1;0;0;1;4;3;4;1;54;7;1;2;10;0;3;4;2;0;0;0;12;1;3;3;36;7;2;4;5;1;4;3;17;3;2;1;43;5;9;8;6;26;1;31;1;6;2;23;0;1;0;1;0;3;3;11;1;10;1;0;0;2;0;6;4;3;0;5;2;7;1;36;8;11;1;5;0;0;0;4;0;2;0;2;2;1;1;6;5;9;2;7;0;0;0;0;3;7;2;19;2;9;2;45;33;84;17;55;4;11;13;52;4;2;1;5;3;1;6;15;7;15;3;17;0;1;2;15;0;4;2;5;4;3;5;30;72;217;3;44;11;9;6;30;6;3;1;7;5;12;5;33;52;104;10;52;2;6;3;31;22;44;7;46;27;57;220;0
68;13;12;6;36;5;10;19;0;5;1;1;4;2;12;9;20;4;1;4;9;2;3;4;21;7;1;2;38;7;44;33;10;0;1;0;5;0;4;0;1;0;0;0;2;0;0;1;16;2;0;0;0;0;1;0;14;0;0;0;40;0;17;10;18;4;1;3;3;0;2;8;0;1;2;0;3;0;1;2;3;2;0;0;0;0;0;0;2;0;0;0;4;0;3;4;32;6;1;0;0;0;2;0;1;0;0;0;3;0;1;0;38;4;2;0;4;1;2;0;19;2;4;1;23;2;12;5;2;9;0;7;0;1;1;11;0;2;0;1;0;0;0;3;6;2;0;2;0;0;0;2;0;0;0;0;0;1;2;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0;2;16;29;0;22;0;9;0;25;0;0;0;1;1;0;0;7;3;4;0;2;0;0;0;2;0;1;0;1;0;0;1;5;53;84;1;4;1;0;1;9;0;3;0;0;0;1;0;8;68;116;2;8;3;2;6;3;17;9;3;12;27;15;48;0
75;16;5;8;30;2;4;15;8;1;2;0;19;4;33;14;39;7;1;0;5;1;7;1;13;2;2;1;25;1;58;35;3;0;0;1;3;0;2;3;1;0;1;0;2;0;0;2;13;1;0;1;3;0;0;0;10;4;0;1;11;1;16;6;46;5;3;7;20;5;2;2;4;0;0;1;3;0;0;0;0;0;0;1;0;0;0;1;3;0;1;2;2;0;0;2;20;2;0;1;6;0;0;0;7;0;1;0;0;1;0;1;35;1;0;1;5;0;0;1;18;2;3;5;5;1;3;6;11;16;3;15;1;0;0;16;0;0;0;0;1;1;2;2;0;1;0;3;1;0;0;4;0;0;0;2;2;0;0;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;1;0;2;0;0;0;4;0;0;0;14;2;3;2;35;24;14;6;25;5;3;7;22;0;1;0;0;1;0;1;2;3;1;0;4;0;0;0;1;1;0;0;4;1;1;0;9;19;10;0;2;2;0;0;5;0;0;0;2;0;1;5;3;77;20;0;0;4;1;2;0;16;4;5;12;2;1;80;1
